Name,HP,SP,DEF,RES,SPD,EVA,Stat Total,Link,URL,Image,Full Name,Passive 1,Passive 2,Passive 3,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Passives,Skills,ID,Date
Lea,8,10,1,1,5,2,27,🔗,https://tbs-crossover-arena.fandom.com/wiki/Lea,,Lea,"Path of the Spheromancer
At the end of Lea's turn,
gain a +2 Stat Boost in a stat of choice.",,,"Flame Jab
[ATK] Cost 3 SP
One Enemy : [Fire 2] {50% Burn 4}","Indigo Rush
[ATK] Cost 5 SP
All Enemies : [Cold 3]
All Allies : [Thorns 2] 
This Skill has -1 ACC. ","Glitch Time
[SUP] Cost 4 SP
Self : [+3 EVA] [Scope 2, Precision 1]","Ether Snipe
[MAG] Cost 8 SP
One Enemy : [Wave 8] [Mark 2]
This skill has Scope.
This skill deals +8 damage if target is Marked.",,1,4,096,10/20/2021
Shizuka,8,10,1,1,5,2,27,🔗,https://tbs-crossover-arena.fandom.com/wiki/Shizuka,,Shizuka,"Path of the Spheromancer
At the end of Shizuka's turn,
gain a +2 Stat Boost in a stat of choice.",,,"Ragnarök
[ATK] Cost 9 SP
All Enemies : [Fire 5] [Burn 3] 
This Skill has -1 ACC. ","Hail Flurry
[ATK] Cost 2 SP
One Enemy : [Cold 2] [-2 SPD,EVA]","Tesla Waltz
[MAG] Cost 6 SP
All Enemies : [Electric 4] [Paralysis 1]
This Skill has -1 ACC. ","Circle of Valor 
[SUP] Cost 5 SP
All Allies : [Shield 4] [Taunt 2]",,1,4,097,10/20/2021
Kasen,12,11,1,1,5,2,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Kasen,,Kasen Ibaraki,"Fighting Spirit
At the end of Kasen's turn,
gain [+1 Fighting Spirit] and [+X ATK,DEF,RES].
Kasen cannot have more than 3 Fighting Spirit.
Remove Fighting Spirit if Kasen is swapped to the back. 
X = [X Fighting Spirit] ",,,"Higekiri's Cursed Arm
[ATK] Cost 7 SP
One Enemy : [Dark 4] [-1 ATK,SPD] [Terror 3]
This skill +2 ACC.   ","Echo of the Nine Forest Gods
[ATK] Cost 5 SP 
All Enemies : [Nature 3]
This skill has +1 ACC.  ","Diving Waltz of the Raijuu
[ATK] Cost 4 SP
One Enemy : [Electric 3] [-2 RES] [Paralysis 1]","Breath of the Hermit
[SUP] Cost 4 SP 
Self : [+2 SPD,EVA] [Regenerate 3]",,1,4,098,10/24/2021
Mima,10,20,2,2,0,5,39,🔗,https://tbs-crossover-arena.fandom.com/wiki/Mima,,Mima,"Reincarnation
At the start of the game, she gains [Reincarnation].
When Mima is swapped, gain [Reincarnation]. 
While Mima has Reincarnation, she cannot use Skills, Rally or Swap.
Instead, she recovers 20 SP. 
At the end of Mima's turn, remove Reincarnation.",,,"Escape Velocity
[ATK] Cost 4 SP
One Enemy : [Impact 6]  ","Orreries Sun
[MAG] Cost 8 SP
All Enemies : [Astral 4]
Self : [Shield 6]  
This Skill has -1 ACC. ","Evil Field
[SUP] Cost 8 SP
All Enemies : [Direct 2, Stubborn 2]  ","Twilight Spark
[MAG] Cost 16 SP
All Enemies : [Mystic 14]
This Skill has -1 ACC. ",,1,4,099,10/24/2021
Seija,8,9,0,2,5,3,27,🔗,https://tbs-crossover-arena.fandom.com/wiki/Seija,,Seija Kijin,"Reverse Ideology
Seija may ignore Reverse.
Seija deals +1 damage to Reversed enemies.",,,"Overturning All Under Heaven
[SUP] Cost 3 SP
All Targets : [Reverse 3]","Reverse Hierarchy
[SUP] Cost 4 SP
One Enemy and One Ally : They trade their current HP and SP with each other.","Reverse Needle Attack
[ATK] Cost 3 SP
All Enemies : [Pierce 2]  
This Skill's damage is reduced by the opposite defensive stat.
This Skill has -1 ACC. ","This Side Down
[SUP] Cost 1 SP
One Target : Change Stat Boosts into Stat Drops and vice versa.",,1,4,100,10/25/2021
Papyrus,12,8,2,1,3,1,27,🔗,https://tbs-crossover-arena.fandom.com/wiki/Papyrus,,Papyrus,"I AM A SKELETON WITH HIGH STANDARDS!!!
Only characters with more than -3 HP can be on the same team as Papyrus.",,,"NYEH HEH HEH!!!
[SUP] Cost 3 SP
Self : [+1 SPD] [Shield 3, Taunt 2]","SILKEN SPAGHETTI, FINELY AGED IN AN OAKEN CASK...
[SUP] Cost 2 SP
One Other Ally : Recover 8 HP and lose 2 SP.","BLUE ATTACK!'
[ATK] Cost 4 SP
All Enemies : [Impact 4]
This Skill misses enemies with 4 SPD or lower.
This Skill has +1 ACC.","YOU'RE BLUE NOW.
[SUP] Cost 3 SP
One Enemy : [-5 EVA] ","AN ABSOLUTELY NORMAL ATTACK...
[ATK] Cost 4 SP
One Enemy : [Impact 6] ",1,5,101,10/26/2021
Hina,6,12,2,3,3,4,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Hina,,Hina Kagiyama,"Misfortune Stockpilling
When Hina rallies, all Allies
move their Stat Drops on to Hina.
This is cumulative.",,,"Misfortune God's Biorhythm
[SUP] Cost 3 SP
All Targets : [-2 ATK,MAG,DEF,RES,SPD,EVA]","Pain Flow
[MAG] Cost 5 SP
All Enemies : [Dark X] 
Self : [Cure 0]
This Skill has -1 ACC.
X = Sum of Hina's Stat Drops.","Old Lady Ohgane's Fire 
[MAG] Cost 4 SP
Two Enemies : [Fire 2] [-1 ATK,MAG,DEF,RES,SPD]",,,1,3,102,10/27/2021
Letty,12,7,1,2,2,1,25,🔗,https://tbs-crossover-arena.fandom.com/wiki/Letty,,Letty Whiterock,"Manipulation of Chill
While Letty is in Front,
all Cold damage is increased by 1.",,,"Cold Sign ""Lingering Cold""
[SUP] Cost 5 SP
All Enemies : [-2 EVA] [Freeze 1] ","Cold Sign ""Cold Snap""
[ATK] Cost 2 SP
One Enemy : [Cold 2] {20% Shock 2, Death 2}  ","Winter Sign ""Northern Winner"" 
[MAG] Cost 4 SP
All Enemies : [Cold 4]
Self : [Sleep 1]
This Skill has -1 ACC.",,,1,3,103,10/27/2021
Nazrin,8,9,1,1,5,3,27,🔗,https://tbs-crossover-arena.fandom.com/wiki/Nazrin,,Nazrin,"Bishamonten's Blessing
While Nazrin is in Front, 
enemies with a Spirit damage type take +2 damage. ",,,"Gold Rush
[MAG] Cost 3 SP
One Enemy : [Impact 3] 
If this skill KOs its target,
all allies recover 5 SP.  ","Rare Metal Detector
[MAG] Cost 3 SP
One Enemy : [Wind 3]
If this skill KOs its target,
all allies gain [Shield 3, Crit 3]","Nazrin Pendulum
[MAG] Cost 3 SP
One Enemy : [Cold 3]
If this skill KOs its target,
all allies gain [+2 ATK,MAG,DEF,RES]",,,1,3,104,10/27/2021
Orin,5,6,0,3,9,6,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Orin,,Rin Kaenbyou,"Vengeful Cat's Erratic Step
Orin's Skills have a 20% chance of being used twice at no cost. ",,,"Cat's Walk
[ATK] Cost 2 SP
One Enemy : [Impact 1] [Paralysis 1]","Vengeful Cannibal Spirit
[ATK] Cost 4 SP
One Enemy : [Dark 2] [Terror 4]","Former Hell's Needle Hill 
[ATK] Cost 5 SP
Two Enemies : [Pierce 4] {50% -3 DEF}","Blazing Wheel 
[MAG] Cost 6 SP
All Enemies : [Fire 5]
This Skill has -1 ACC.",,1,4,105,10/27/2021
Utsuho,10,12,3,2,6,2,35,🔗,https://tbs-crossover-arena.fandom.com/wiki/Utsuho,,Utsuho Reiuji,"Subterranean Sun
While Utsuho is in front,
all Fire damage is increased by 1.",,,"Giga Flare
[MAG] Cost 10 SP
All Enemies : [Mystic 4]
This Skill has Break and -2 ACC.","Intense Nuclear Reaction
[MAG] Cost 4 SP 
All Enemies : [Fire 3] 
Self : [-1 DEF,RES,SPD] [+2 MAG]
This Skill has -2 ACC.","Hell's Tokamak 	
[MAG] Cost 4 SP
All Enemies : [Fire 3] [-1 RES] 
This Skill has -2 ACC.
",,,1,3,106,10/27/2021
Kurohebi,9,11,2,2,5,3,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Kurohebi,,Kurohebi,"Remembered Remnants
When a Skill misses Kurohebi,
gain [Invisible 1].",,,"Darkness Card ""Blind Shot""
[ATK] Cost 3 SP
One Enemy : [Blade 2] [-5 ACC]  ","Slash Card ""Slit Dragon""
[ATK] Cost 6 SP
One Enemy : [Blade 6]
If Kurohebi is Invisible, This Skill deals +6 damage.","Imperceptible
[SUP] Cost 5 SP
All Enemies : [-2 ACC]
Self : [Invisible 1]",,,1,3,107,10/28/2021
Akshan,6,13,2,1,6,3,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Akshan,,Akshan,"Scoundrel!
While Akshan is in Front,
When an Ally is KO'ed by a Skill,
The Character that used that Skill gains [Scoundrel]
and the KO'ed Ally gains [Victim].","Going Rouge
When Akshan's skills target a [Scoundrel], they gain Scope.
When Akshan KOs a target with [Scoundrel], remove it;
Any Allies with [Victim], remove it and revive them with 1 HP.",,"Dirty Fighting 
[ATK] Cost 4 SP
One Enemy : [Pierce 4]
Self : [Break 2] or [+2 SPD]","Heroic Swing
[SUP] Cost 3 SP
Self : [+3 EVA] 
You may use Dirty Fighting after using this skill.","Comeuppance
[SUP] Cost 2 SP
Self : [Precision 1] [Crit 2]
You may use Heroic Swing after using this skill. ",,,2,3,108,10/29/2021
Aoji,5,9,3,3,2,4,26,🔗,https://tbs-crossover-arena.fandom.com/wiki/Aoji,,Aoji Shitodo ,"Wishy Washy
When Aoji rallies, gain [Shield 4] and recover 2 HP.
When Aoji is hit by a skill, gain [Terror 3]. ",,,"Current Wave ""Current Blast""
[MAG] Cost 2 SP
One Enemy : [Water 2] [-3 EVA]  ","Shitodo Card ""Blue Storm"" 
[MAG] Cost 4 SP
All Enemies : [Water 3]
This Skill has -1 ACC.     ","Rotation Card ""Eastern Garbage Patch""
[SUP] Cost 7 SP
All Enemies : [Stuck 2]",,,1,3,109,10/29/2021
Elice,2,18,0,3,3,3,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Elice,,Elice,,,,"Aum
[SUP] Cost 10 SP
Any Ally : Revive KO'ed Ally with Max HP and SP.","Bolganone
[MAG] Cost 7 SP
One Enemy : [Fire 10]
This Skill has -3 ACC. ","Fortify
[SUP] Cost 8 SP
Every Other Ally : Recover 2 HP and SP.",,,0,3,110,10/29/2021
Utsuho (BM),12,12,3,3,0,0,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Utsuho_(BM),,Utsuho Reiuji,,,,"Control Rod Crush
[ATK] Cost 5 SP 
One Enemy : [Impact 8]
This Skill has -2 ACC.","Subterranean Sun
[MAG] Cost 9 SP
All Enemies : [Fire 7] [-3 EVA]
This Skill has -3 ACC. ","Hell's Tokamak
[MAG] Cost 4 SP
One Enemy : [Fire 4]
This Skill has Break and -2 ACC.","Rocket Dive
[ATK] Cost 6 SP
All Enemies : [Impact 4]  
This Skill has -2 ACC.",,0,4,111,10/29/2021
Master Yi,9,9,1,1,8,3,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Master_Yi,,Master Yi,"Double Strike
At the end of Master Yi's turn gain [Charge].
At the start of Master Yi's turn you may spend it.
If you do, gain Tempo this turn. Don't gain [Charge] this turn.",,,"Alpha Strike
[ATK] Cost 4 SP
All Enemies : [Blade 1]
Self : [+3 EVA]
Master Yi may swap with any ally.
This Skill has -1 ACC. ","Meditate
[SUP] Cost 4 SP
Self: [+1 DEF,RES] [Regenerate 3]","Wuju Style
[ATK] Cost 3 SP
One Enemy : [Blade 5]","Highlander
[SUP] Cost 3 SP
Self : [+2 ACC,SPD,ATK]  ",,1,4,112,10/30/2021
Cyrus,7,13,0,2,5,2,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Cyrus,,Cyrus Albright,"Percipience
Cyrus is immune to Terror. 
At the end of Cyrus's turn,
reduce Terror on allies by 2. ",,,"Analyze
[SUP] Cost 1 SP
One Enemy : [Reveal 2]  ","Fire Storm 
[MAG] Cost 8 SP
All Enemies : [Fire 7] 
This Skill has -1 ACC. ","Blizzard
[MAG] Cost 8 SP
All Enemies : [Cold 7]  
This Skill has -1 ACC. ","Lightning Blast
[MAG] Cost 8 SP
All Enemies : [Electric 7]
This Skill has -1 ACC.",,1,4,113,11/1/2021
Driller Mk 1,15,10,2,0,4,1,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Driller_Mk_1,,Driller,,,,"CRSPR Flamethrower
[ATK] Cost 5 SP
All Enemies : [Fire 1] [Burn 3] 
This Skill has -1 ACC. ","Subata 120
[ATK] Cost 2 SP
One Enemy : [Pierce 4] ","Reinforced Power Drills
[SUP] Cost 3 SP
All Allies : [+2 SPD]  ","Satchel Charge
[ATK] Cost 4 SP
Two Enemies : [Impact 3]
This Skill has Break 2. ","Impact Axe 
[ATK] Cost 4 SP
One Enemy : [Impact 6]  ",0,5,114,11/2/2021
Engineer Mk 1,15,10,2,0,4,1,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Engineer_Mk_1,,Engineer,,,,"""Warthog"" Auto 210
[ATK] Cost 5 SP
Two Enemies : [Pierce 3] {70% Shock 2}   ","Deepcore 40mm PGL
[ATK] Cost 6 SP 
Two Enemies : [Impact 4] {50% Terror 3}","Platform Gun
[SUP] Cost 2 SP
All Allies : [Steady 2]  ","LMG Gun Platform
[ATK] Cost 5 SP
One Enemy : [Pierce 5]
Self : Gain [Sentry] 
This Skill only costs 2 SP if Engineer has Sentry. ","L.U.R.E. 
[SUP] Cost 2 SP
One Ally : [Taunt 3]",0,5,115,11/2/2021
Gunner Mk 1,15,10,2,0,4,1,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Gunner_Mk_1,,Gunner,,,,"""Lead Storm"" Powered Minigun
[ATK] Cost 2 SP
One Enemy : [Pierce 3 + X]
Self : Gain [+1 Rev].
X = Rev ","""Bulldog"" Heavy Revolver
[ATK] Cost 4 SP
One Enemy : [Pierce 5] {30% Shock 2}","Zipline Launcher
[SUP] Cost 2 SP
One Ally : [Distance 3]","Shield Generator
[SUP] Cost 3 SP
All Allies : [Shield 2]  ","Sticky Grenade   
[ATK] Cost 4 SP 
Two Enemies : [Impact 3] {40% Terror 2}",0,5,116,11/2/2021
H'aanit,9,7,1,0,6,2,25,🔗,https://tbs-crossover-arena.fandom.com/wiki/H%27aanit,,H'aanit,"Eagle Eye
H'aanit has Scope.
H'aanit has Break against Invisible targets.",,,"True Strike
[ATK] Cost 7 SP
One Enemy : [Pierce 6]
This Skill has Precision. ","Thunderbird
[MAG] Cost 4 SP
One Enemy : [Electric 5]","Leghold Trap
[SUP] Cost 2 SP
One Enemy : [Trap 3]  ","Take Aim 
[SUP] Cost 3 SP
All Allies : [Scope 1] [Crit 2]",,1,4,117,11/2/2021
Meiling,16,5,3,1,3,2,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Meiling,,Hong Meiling,"Gatekeeper's Nap
When Meiling rallies,
she gains [+2 DEF,SPD].",,,"Brilliant Light Gem
[ATK] Cost 2 SP
One Enemy : [Spirit 3]","Mountain Breaker
[ATK] Cost 3 SP
One Enemy : [Impact 5]
This Skill has Break 2.","Colourful Rain
[SUP] Cost 4 SP
Self : Recover 12 HP.","Healer
[SUP] Cost 1 SP
One Ally : Recover 3 HP.",,1,4,118,11/2/2021
Scout Mk 1,15,10,2,0,4,1,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Scout_Mk_1,,Scout,,,,"Deepcore GK2
[ATK] Cost 5 SP
One Enemy : [Pierce 7]  ","Jury-Rigged Boomstick
[ATK] Cost 4 SP
One Enemy : [Pierce 5] {70% Shock 1}  ","Grappling Hook
[SUP] Cost 2 SP
Swap with any Ally.
You may use this Skill after using a different Skill.  ","Flare Gun 
[SUP] Cost 3 SP
All Enemies : [Reveal 2]","Inhibitor-Field Generator  
[SUP] Cost 3 SP
Two Enemies : [-1 DEF,EVA] [Heavy 1]",0,5,119,11/2/2021
Setsuna,5,11,1,3,7,4,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Setsuna,,Setsuna,"Absent-minded 
Setsuna is immune to Terror, Poison, and Stat Drops. 
If Setsuna is Trapped, remove Trap and KO Setsuna.",,,"Iron Yumi
[ATK] Cost 3 SP
One Enemy : [Pierce 4] 
This Skill has Scope.  ","Setsuna’s Yumi  
[ATK] Cost 4 SP
One Enemy : [Pierce 2] [-2 ACC,SPD,DEF]
This Skill has Scope and -2 ACC. ","Bowbreaker
[ATK] Cost 8 SP
One Enemy: [Pierce 12] 
This Skill can only hit targets with Scope or with Skills that have Scope.",,,1,3,120,11/2/2021
Tressa,11,12,1,1,5,1,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Tressa,,Tressa Colzione,"Grows on Trees
While Tressa is in Front,
when an enemy is KO'ed,
all Allies recover 2 SP.  ",,,"Donate BP
[SUP] Cost 6 SP
One Ally : [Crit 4]  ","Hired Help
[SUP] Cost 6 SP
Use Swap twice.  ","Bifelgan's Bounty
[MAG] Cost 12 SP
One Enemy : [Impact 8]
All Allies : Recover X SP.
X = damage dealt   ","Rest
[SUP] Cost 0 SP
Self : Recover 6 SP and 2 HP.",,1,4,121,11/2/2021
Yuugi,18,6,4,0,1,0,29,🔗,https://tbs-crossover-arena.fandom.com/wiki/Yuugi,,Yuugi Hoshiguma,"Ruinous Super Strength
While Yuugi is in Front, 
all Impact damage is increased by 1.",,,"Supernatural Phenomenon
[ATK] Cost 2 SP
One Enemy : [Nature 6]
This Skill has -2 ACC.   ","Knockout in Three Steps
[ATK] Cost 6 SP
One Enemy : [Impact 12]
This Skill has Break and -5 ACC.  ","Irremovable Shackles
[ATK] Cost 3 SP
One Enemy : [Spirit 1] [Heavy 2, Weaken 2]",,,1,3,122,11/2/2021
Alice,9,11,1,2,5,4,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Alice,,Alice Margatroid,"Doll Guards
When Alice rallies,
she gains [+2 EVA] and [Shield 2].",,,"Artful Sacrifice
[MAG] Cost 5 SP
One Enemy : [Fire 5]
This Skill has +2 ACC. 
This Skill's damage is reduced by the opposite defensive stat.    ","Little Legion
[MAG] Cost 4 SP
All Enemies : [Pierce 3]
This Skill has -1 ACC.
This Skill's damage is reduced by the opposite defensive stat.","Hanged Hourai Doll
[MAG] Cost 6 SP 
Two Enemies : [Mystic 6] ","Trip Wire  
[MAG] Cost 5 SP
All Enemies : [Impact 1] [-2 SPD] [Heavy 2,Stuck 1] 
This Skill has -1 ACC.",,1,4,123,11/3/2021
Patchouli,2,30,0,7,0,0,39,🔗,https://tbs-crossover-arena.fandom.com/wiki/Patchouli,,Patchouli Knowledge,"The Unmoving Great Library
While Patchouli is in the 4th Slot,
She recovers 7 SP at the end of her turn.",,,"Royal Flare
[MAG] Cost 15 SP
All Enemies : [Fire 12]
This Skill has -1 ACC.   ","Princess Undine
[MAG] Cost 14 SP
All Enemies : [Cold 11]
This Skill has -1 ACC.  ","Djinn Gust
[MAG] Cost 13 SP
All Enemies : [Wind 10]
This Skill has -1 ACC.  ","Satellite Himawari
[MAG] Cost 12 SP
All Enemies : [Nature 9]
This Skill has -1 ACC.  ","Silent Selene  
[MAG] Cost 15 SP
One Enemy : [Mystic 30]  ",1,5,124,11/3/2021
Eirin,12,22,2,1,5,2,44,🔗,https://tbs-crossover-arena.fandom.com/wiki/Eirin,,Eirin Yagokoro,"Brain of the Moon
While Eirin is in Front,
Allies in Back recover HP twice as fast.",,,"Mercury Sea 
[MAG] Cost 5 SP
All Enemies : [Astral 2] [-3 ATK]
This Skill has -1 ACC.    ","Omoikane's Device
[MAG] Cost 5 SP
All Enemies : [Mystic 2] [-3 MAG]
This Skill has -1 ACC.  ","Hourai Elixir
[SUP] Cost 8 SP
One Ally : [+5 HP] [Cure 0] Recover 10 HP. ","Astronomical Entombing  
[MAG] Cost 8 SP
All Enemies : [Dark 4] [Heavy 3] 
This Skill has -1 ACC.",,1,4,125,11/4/2021
Iku,10,9,1,2,6,3,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Iku,,Iku Nagae,"Lightning Fish
Iku is Immune to Paralysis.
While Iku is in front,
all Electric damage is increased by 1.",,,"Elekiter Dragon Palace
[MAG] Cost 4 SP
One Enemy : [Electric 3] [-2 DEF] {60% Paralysis 2} ","Light Dragon's Sigh
[MAG] Cost 5 SP
All Enemies : [Wind 3] [-2 DEF]
This Skill has -1 ACC.","Thundercloud Stickleback
[SUP] Cost 4 SP
One Ally : [+3 ATK,MAG] [Paralysis 2]","Whiskers of the Dragon God
[SUP] Cost 3 SP
One Ally : [+4 SPD] [-1 DEF,RES]  ",,1,4,126,11/4/2021
Reisen,9,11,1,1,6,2,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Reisen,,Reisen Udongein Inaba,,,,"Lunatic Red Eyes
[MAG] Cost 4 SP
All Enemies : [Astral 1] [-3 RES] {50% Terror 2, Disable 2} 
This Skill has -1 ACC. ","Mind Starmine
[MAG] Cost 6 SP
All Enemies : [Mystic 4] {40% Shock 2}
This Skill has -1 ACC.  ","Discarder
[MAG] Cost 4 SP
One Enemy : [Dark 4] [-1 ATK,MAG,DEF,RES,SPD,EVA]  ","Gas-Woven Orb
[MAG] Cost 1 SP
All Enemies : [Nature 0] {20% Poison 3} 
This Skill has -1 ACC.  ","Grand Patriot's Elixir  
[SUP] Cost 5 SP
Self : [+2 ATK,MAG,DEF,RES,SPD,EVA] ",0,5,127,11/4/2021
Aphelios,11,12,0,0,3,1,27,🔗,https://tbs-crossover-arena.fandom.com/wiki/Aphelios,,Aphelios,"Weapons of the Faithful
Each of Aphelios' weapons gives an effect to his skills.
[Calibrum] : This Skill has Scope and +2 ACC.
[Severum] : When this Skill hits a target, recover 4 HP.
[Gravitum] : This Skill inflicts [-2 SPD,EVA] on hit.
[Infernum] : This Skill's target is Two Enemies instead of One Enemy.
[Crescendum] : This Skill deals +2 damage.
Aphelios starts with [Calibrum] and [Severum].
At the end of Aphelios' turn, remove a Weapon and gain a different Weapon.",,,"Moonshot
[ATK] Cost 4 SP
One Enemy : [Astral 4]
This Skill can only be used if Aphelios has [Calibrum].","Onslaught
[ATK] Cost 4 SP
One Enemy : [Astral 2]
This Skill has Adept 1.
This Skill can only be used if Aphelios has [Severum].","Binding Eclipse
[MAG] Cost 4 SP
One Enemy : [Astral 2] [Heavy 2]  
This Skill can only be used if Aphelios has [Gravitum]. ","Duskwave
[ATK] Cost 4 SP 
All Enemies : [Astral 2]
This Skill has -1 ACC.
This Skill can only be used if Aphelios has [Infernum].","Sentry   
[ATK] Cost 4 SP
One Enemy : [Astral 3]
Self : Gain [Sentry].
If Aphelios has [Sentry] this Skill costs 2 SP.
This Skill can only be used if Aphelios has [Crescendum].",1,5,128,11/5/2021
Steeve,15,5,7,0,3,0,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Steeve,,Steeve,"Carapace
When hit by an Attack Skill, gain [-2 DEF].
This is cumulative.  ",,,"Bite
[ATK] Cost 2 SP
One Enemy : [Pierce 3]  ","Crippling Slash
[ATK] Cost 3 SP
One Enemy : [Blade 3] [Stuck 2]","Guard
[SUP] Cost 3 SP
Self : [+2 DEF] [Taunt 1]",,,1,3,129,11/5/2021
Ditto,10,5,0,0,5,1,21,🔗,https://tbs-crossover-arena.fandom.com/wiki/Ditto,,Ditto,"Limber
Ditto is immune to Paralysis.","Imposter
When swapped in Front,
Ditto may transform into the enemy with the same slot number.
If you do recover max HP and SP. ",,"Transform
[SUP] Cost 1 SP
Transform Ditto into a character in Front.
Recover max HP and SP.",,,,,2,1,130,11/6/2021
Ran,12,12,2,2,6,0,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Ran,,Ran Yakumo,"Cooling Down
If Ran rallies with max HP, recover max SP.",,,"Fox-Tanuki Youkai Laser
[MAG] Cost 6 SP
All Enemies : [Mystic 5]
This Skill has -1 ACC.  ","Soaring En no Ozuno
[ATK] Cost 6 SP
All Enemies : [Impact 5]
This Skill has -1 ACC. ","Banquet of General Gods
[SUP] Cost 12 SP
Every Ally : [+2 ATK,MAG]  ","Eighty Million Holy Boards	  
[SUP] Cost 12 SP
Every Ally : [+2 DEF,RES] ",,1,4,131,11/6/2021
Suika,10,6,2,3,3,4,28,🔗,https://tbs-crossover-arena.fandom.com/wiki/Suika,,Suika,"Throwing Mt.Togakushi
[ATK] Cost 2 SP
One Enemy : [Nature 4]  ",,,"Throwing Atlas
[ATK] Cost 4 SP
One Enemy : [Wind 7]
Self : [-1 SPD,EVA]  ","Gathering and Dissipating
[MAG] Cost 3 SP
Two Enemies : [Wind 1] {80% -3 ATK,MAG}  ","Missing Power
[SUP] Cost 6 SP
Self : [+5 ATK] [+2 DEF,RES] [-3 SPD,EVA]","Art of Segaki Binding
[ATK] Cost 3 SP
One Enemy : [Dark 1] [Heavy 2, Terror 2]",,1,4,132,11/6/2021
Suwako (BM),8,13,0,2,4,4,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Suwako_(BM),,Suwako (BM),,,,"Iron Rings
[ATK] Cost 3 SP
One Enemy : [Blade 3]
This Skill has +2 ACC.","Curse
[SUP] Cost 3 SP
One Enemy : [Curse 2]","Geyser
[MAG] Cost 5 SP
One Enemy : [Water 5] {10% Burn 3}
This Skill has +4 ACC.","Rock Fling
[MAG] Cost 5 SP
One Enemy : [Impact 5]  
This Skill has +2 ACC.
This Skill's damage is reduced by the opposite defensive stat.","Scourged Earth
[MAG] Cost 7 SP
All Enemies : [Dark 3] [Curse 2]
This Skill has +1 ACC.",0,5,133,11/6/2021
Cho'Gath,12,9,2,2,5,0,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Cho%27Gath,,Cho'Gath,"Carnivore
When Cho'Gath KOs a target,
Recover 3 HP and SP.","The Terror of the Void
At the end of Cho'Gath's turn, gain [+X HP,ACC].
X = Feast ",,"Rupture
[MAG] Cost 4 SP
All Enemies : [Void 2] [Weaken 2]
This Skill has -3 ACC. ","Feral Scream
[MAG] Cost 5 SP
Two Enemies : [Dark 4] [Silence 2]   ","Vorpal Spikes
[MAG] Cost 3 SP
One Enemy : [Pierce 4] 
This Skill has +2 ACC.","Feast
[MAG] Cost 6 SP
One Enemy : [Void 4]
This Skill has Break.
If this Skill KOs target, gain [+2 Feast].",,2,4,134,11/7/2021
Remilia,8,7,3,2,8,4,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Remilia,,Remilia Scarlet,"Majesty
Remilia sustains Stat Changes.",,,"Spear the Gungnir
[ATK] Cost 4 SP
One Enemy : [Pierce 4]
This Skill has Scope and Break 2.","Curse of Vlad Tepes
[SUP] Cost 3 SP
One Ally : [+3 ATK,DEF,RES] [Poison 4, Heavy 2]",,,,1,2,135,11/7/2021
Sakuya,9,9,2,1,7,4,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Sakuya,,Sakuya Izayoi,"Perfect and Elegant Maid
When Sakyua rallies,
One Ally recovers 4 SP. ",,,"Misdirection
[ATK] Cost 3 SP
All Enemies : [Blade 1]
This Skill has +1 ACC.","Killing Doll
[ATK] Cost 3 SP
One Enemy : [Dark 2]
This Skill has +4 ACC. ","Soul Sculpture
[ATK] Cost 5 SP
All Enemies : [Wind 1]
This Skill has Precision. ","Lunar Clock
[SUP] Cost 5 SP
All Allies : [+3 SPD]","Private Square
[SUP] Cost 8 SP
All Enemies : [Shock 2]",1,5,136,11/7/2021
